$Fitness		$Score		$SE		$SF		$PP		$ModelError
269.2605658763972		201.26056587639724		68.0		100.49200979080157		0.08406357588217897		4.177123524688568		
265.1712411070281		199.1712411070281		66.0		89.75869989623834		0.0921264347019352		6.108305960570576		
268.1141607380187		200.1141607380187		68.0		100.89984776881317		0.08830278878686305		4.3239451967727405		
268.82135046126166		204.8213504612617		64.0		82.1194586996161		0.06723696230671085		5.205394305854114		
269.82135046126166		201.8213504612617		68.0		98.06985179849816		0.08151144638217254		3.3051466474593383		
264.43921541513555		196.43921541513555		68.0		63.770627117420474		0.0989026815819469		4.0590759316650065		
266.76427009225233		196.76427009225233		70.0		87.33196135202496		0.10379756604154831		1.1861453137694866		
264.8784308302711		196.8784308302711		68.0		90.21957777407759		0.10327759800453151		4.283439554149481		
266.2034855073879		200.20348550738785		66.0		78.8153789239989		0.08998415678460055		5.526151569599563		
264.78910606090193		200.78910606090193		64.0		96.20332363303292		0.08363245266939602		6.633196507891853		
265.1712411070281		197.1712411070281		68.0		111.98434454580499		0.10591508499505208		4.074677145573702		
267.1141607380187		203.1141607380187		64.0		135.02466856052715		0.07001979014544563		6.507400568158147		
266.1712411070281		200.1712411070281		66.0		100.3583238543173		0.09314817150078664		6.1289965875542265		
269.9106752306309		205.91067523063086		64.0		89.6305712464373		0.06189453222880021		4.267005648717429		
269.2034855073879		205.20348550738785		64.0		132.59143144333234		0.06836030911433724		5.777429432999696		
260.46405138378515		194.46405138378515		66.0		87.22406395658993		0.11417416969863611		5.145144303504168		
269.2605658763972		201.26056587639724		68.0		100.49200979080157		0.08821311612785372		4.177123524688568		
267.2034855073879		201.20348550738788		66.0		88.04431823427812		0.08347458905213569		5.456840929025688		
264.2034855073879		196.2034855073879		68.0		97.83421668400207		0.11112361293119581		3.2203180062407455		
269.2605658763972		201.26056587639724		68.0		100.49200979080157		0.08821311612785372		4.177123524688568		
268.82135046126166		204.8213504612617		64.0		73.01348576463529		0.06397913170030668		5.205394305854114		
270.43921541513555		206.43921541513552		64.0		91.71212734485374		0.057216370283357146		5.016365844147344		
263.8784308302711		193.87843083027107		70.0		104.24428679573947		0.11457999695280405		3.527943246466208		
262.5533761531543		192.5533761531543		70.0		105.83552874974846		0.12765999609894058		4.100790349909445		
269.1141607380187		201.1141607380187		68.0		113.08152186687978		0.0853392941790497		4.447717434739133		
267.52854018450466		203.52854018450466		64.0		73.38045159957083		0.07387793248161886		5.352180639828333		
270.43921541513555		206.43921541513552		64.0		81.62201537933511		0.05735518075280572		5.016365844147344		
262.4962957841449		198.4962957841449		64.0		109.25454894553934		0.09483445657140328		7.146546641483383		
264.6749453228832		194.6749453228832		70.0		140.9075313881892		0.11616069563660254		2.2722594164567624		
270.43921541513555		206.43921541513552		64.0		102.9893113063157		0.05986915311321438		5.016365844147344		
